event,time,magnitude,e_magnitude,upperlimit,band,instrument,telescope,source
SN2016gkg,57653.129,15.540,0.030,F,V,,LCOGT,2016arXiv161106451A
SN2016gkg,57653.130,15.610,0.030,F,g,,LCOGT,2016arXiv161106451A
SN2016gkg,57653.132,15.650,0.040,F,i,,LCOGT,2016arXiv161106451A
SN2016gkg,57653.133,15.590,0.040,F,r,,LCOGT,2016arXiv161106451A
SN2016gkg,57653.141,15.022,0.084,F,UVM2,UVOT,Swift,2016arXiv161106451A
SN2016gkg,57653.142,14.910,0.093,F,UVW1,UVOT,Swift,2016arXiv161106451A
SN2016gkg,57653.150,14.954,0.104,F,UVW2,UVOT,Swift,2016arXiv161106451A
SN2016gkg,57653.189,15.046,0.063,F,UVM2,UVOT,Swift,2016arXiv161106451A
SN2016gkg,57653.191,14.819,0.064,F,UVW1,UVOT,Swift,2016arXiv161106451A
SN2016gkg,57653.215,15.183,0.180,F,UVM2,UVOT,Swift,2016arXiv161106451A
SN2016gkg,57653.2319,15.259,0.059,F,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2016gkg,57653.2327,14.914,0.058,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2016gkg,57653.256,15.245,0.065,F,UVM2,UVOT,Swift,2016arXiv161106451A
SN2016gkg,57653.258,14.940,0.066,F,UVW1,UVOT,Swift,2016arXiv161106451A
SN2016gkg,57653.288,15.730,0.050,F,V,,LCOGT,2016arXiv161106451A
SN2016gkg,57653.3164,15.73,0.14,F,B,,KAIT,2018Natur.554..497B
SN2016gkg,57653.3164,15.32,0.10,F,I,,KAIT,2018Natur.554..497B
SN2016gkg,57653.3164,15.57,0.06,F,R,,KAIT,2018Natur.554..497B
SN2016gkg,57653.3164,15.60,0.08,F,V,,KAIT,2018Natur.554..497B
SN2016gkg,57653.321,15.611,0.012,F,V,,LCOGT,2016arXiv161106451A
SN2016gkg,57653.322,15.459,0.068,F,UVM2,UVOT,Swift,2016arXiv161106451A
SN2016gkg,57653.322,15.585,0.014,F,V,,LCOGT,2016arXiv161106451A
SN2016gkg,57653.324,15.104,0.069,F,UVW1,UVOT,Swift,2016arXiv161106451A
SN2016gkg,57653.324,15.692,0.032,F,g,,LCOGT,2016arXiv161106451A
SN2016gkg,57653.325,15.717,0.031,F,g,,LCOGT,2016arXiv161106451A
SN2016gkg,57653.327,15.685,0.016,F,r,,LCOGT,2016arXiv161106451A
SN2016gkg,57653.328,15.680,0.021,F,r,,LCOGT,2016arXiv161106451A
SN2016gkg,57653.329,15.728,0.021,F,i,,LCOGT,2016arXiv161106451A
SN2016gkg,57653.330,15.710,0.018,F,i,,LCOGT,2016arXiv161106451A
SN2016gkg,57653.389,15.655,0.072,F,UVM2,UVOT,Swift,2016arXiv161106451A
SN2016gkg,57653.391,15.167,0.093,F,UVW1,UVOT,Swift,2016arXiv161106451A
SN2016gkg,57653.395,16.010,0.080,F,B,,LCOGT,2016arXiv161106451A
SN2016gkg,57653.396,15.840,0.060,F,V,,LCOGT,2016arXiv161106451A
SN2016gkg,57653.397,15.910,0.070,F,g,,LCOGT,2016arXiv161106451A
SN2016gkg,57653.400,15.850,0.080,F,r,,LCOGT,2016arXiv161106451A
SN2016gkg,57653.7278,15.797,0.075,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2016gkg,57653.728,15.759,0.067,F,UVW1,UVOT,Swift,2016arXiv161106451A
SN2016gkg,57653.729,15.338,0.056,F,U,,Swift,2016arXiv161106451A
SN2016gkg,57653.7292,15.437,0.069,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2016gkg,57653.730,16.330,0.060,F,B,,Swift,2016arXiv161106451A
SN2016gkg,57653.7302,16.398,0.071,F,B,UVOT,Swift,2014Ap&SS.354...89B
SN2016gkg,57653.7326,16.306,0.079,F,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2016gkg,57653.733,16.252,0.071,F,UVW2,UVOT,Swift,2016arXiv161106451A
SN2016gkg,57653.7349,16.093,0.089,F,V,UVOT,Swift,2014Ap&SS.354...89B
SN2016gkg,57653.735,15.990,0.075,F,V,,Swift,2016arXiv161106451A
SN2016gkg,57653.7369,16.077,0.082,F,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2016gkg,57653.737,16.040,0.075,F,UVM2,UVOT,Swift,2016arXiv161106451A
SN2016gkg,57653.816,16.404,0.046,F,B,,LCOGT,2016arXiv161106451A
SN2016gkg,57653.817,16.443,0.045,F,B,,LCOGT,2016arXiv161106451A
SN2016gkg,57653.819,16.093,0.038,F,V,,LCOGT,2016arXiv161106451A
SN2016gkg,57653.820,16.287,0.034,F,V,,LCOGT,2016arXiv161106451A
SN2016gkg,57653.821,16.379,0.027,F,g,,LCOGT,2016arXiv161106451A
SN2016gkg,57653.823,16.198,0.025,F,g,,LCOGT,2016arXiv161106451A
SN2016gkg,57653.824,16.081,0.022,F,r,,LCOGT,2016arXiv161106451A
SN2016gkg,57653.825,16.162,0.029,F,r,,LCOGT,2016arXiv161106451A
SN2016gkg,57653.827,16.189,0.034,F,i,,LCOGT,2016arXiv161106451A
SN2016gkg,57653.828,16.094,0.033,F,i,,LCOGT,2016arXiv161106451A
SN2016gkg,57654.069,16.629,0.024,F,B,,LCOGT,2016arXiv161106451A
SN2016gkg,57654.071,16.574,0.025,F,B,,LCOGT,2016arXiv161106451A
SN2016gkg,57654.073,16.361,0.016,F,V,,LCOGT,2016arXiv161106451A
SN2016gkg,57654.074,16.382,0.018,F,V,,LCOGT,2016arXiv161106451A
SN2016gkg,57654.075,16.418,0.024,F,g,,LCOGT,2016arXiv161106451A
SN2016gkg,57654.077,16.441,0.025,F,g,,LCOGT,2016arXiv161106451A
SN2016gkg,57654.078,16.279,0.009,F,r,,LCOGT,2016arXiv161106451A
SN2016gkg,57654.079,16.154,0.014,F,r,,LCOGT,2016arXiv161106451A
SN2016gkg,57654.081,16.313,0.018,F,i,,LCOGT,2016arXiv161106451A
SN2016gkg,57654.082,16.311,0.016,F,i,,LCOGT,2016arXiv161106451A
SN2016gkg,57654.164,16.735,0.024,F,B,,LCOGT,2016arXiv161106451A
SN2016gkg,57654.166,16.714,0.025,F,B,,LCOGT,2016arXiv161106451A
SN2016gkg,57654.167,16.397,0.021,F,V,,LCOGT,2016arXiv161106451A
SN2016gkg,57654.168,16.422,0.020,F,V,,LCOGT,2016arXiv161106451A
SN2016gkg,57654.170,16.391,0.025,F,g,,LCOGT,2016arXiv161106451A
SN2016gkg,57654.185,16.702,0.021,F,B,,LCOGT,2016arXiv161106451A
SN2016gkg,57654.186,16.723,0.020,F,B,,LCOGT,2016arXiv161106451A
SN2016gkg,57654.195,16.733,0.019,F,B,,LCOGT,2016arXiv161106451A
SN2016gkg,57654.196,16.712,0.021,F,B,,LCOGT,2016arXiv161106451A
SN2016gkg,57654.198,16.453,0.023,F,V,,LCOGT,2016arXiv161106451A
SN2016gkg,57654.199,16.461,0.018,F,V,,LCOGT,2016arXiv161106451A
SN2016gkg,57654.201,16.379,0.030,F,g,,LCOGT,2016arXiv161106451A
SN2016gkg,57654.202,16.423,0.027,F,g,,LCOGT,2016arXiv161106451A
SN2016gkg,57654.204,16.322,0.015,F,r,,LCOGT,2016arXiv161106451A
SN2016gkg,57654.205,16.317,0.018,F,r,,LCOGT,2016arXiv161106451A
SN2016gkg,57654.206,16.307,0.023,F,i,,LCOGT,2016arXiv161106451A
SN2016gkg,57654.207,16.317,0.020,F,i,,LCOGT,2016arXiv161106451A
SN2016gkg,57654.3213,16.22,0.03,F,clear,,KAIT,2018Natur.554..497B
SN2016gkg,57654.3242,16.82,0.16,F,B,,KAIT,2018Natur.554..497B
SN2016gkg,57654.3242,16.09,0.12,F,I,,KAIT,2018Natur.554..497B
SN2016gkg,57654.3242,16.23,0.08,F,R,,KAIT,2018Natur.554..497B
SN2016gkg,57654.3242,16.43,0.12,F,V,,KAIT,2018Natur.554..497B
SN2016gkg,57654.371,16.836,0.017,F,B,,LCOGT,2016arXiv161106451A
SN2016gkg,57654.373,16.867,0.019,F,B,,LCOGT,2016arXiv161106451A
SN2016gkg,57654.374,16.546,0.021,F,V,,LCOGT,2016arXiv161106451A
SN2016gkg,57654.375,16.525,0.022,F,V,,LCOGT,2016arXiv161106451A
SN2016gkg,57654.377,16.646,0.043,F,g,,LCOGT,2016arXiv161106451A
SN2016gkg,57654.378,16.665,0.047,F,g,,LCOGT,2016arXiv161106451A
SN2016gkg,57654.380,16.449,0.017,F,r,,LCOGT,2016arXiv161106451A
SN2016gkg,57654.381,16.442,0.018,F,r,,LCOGT,2016arXiv161106451A
SN2016gkg,57654.382,16.586,0.018,F,i,,LCOGT,2016arXiv161106451A
SN2016gkg,57654.383,16.524,0.017,F,i,,LCOGT,2016arXiv161106451A
SN2016gkg,57654.384,16.876,0.013,F,B,,LCOGT,2016arXiv161106451A
SN2016gkg,57654.386,16.938,0.016,F,B,,LCOGT,2016arXiv161106451A
SN2016gkg,57654.388,16.620,0.015,F,V,,LCOGT,2016arXiv161106451A
SN2016gkg,57654.389,16.627,0.014,F,V,,LCOGT,2016arXiv161106451A
SN2016gkg,57654.391,16.627,0.009,F,g,,LCOGT,2016arXiv161106451A
SN2016gkg,57654.393,16.624,0.008,F,g,,LCOGT,2016arXiv161106451A
SN2016gkg,57654.395,16.459,0.012,F,r,,LCOGT,2016arXiv161106451A
SN2016gkg,57654.396,16.444,0.010,F,r,,LCOGT,2016arXiv161106451A
SN2016gkg,57654.397,16.424,0.015,F,i,,LCOGT,2016arXiv161106451A
SN2016gkg,57654.398,16.445,0.012,F,i,,LCOGT,2016arXiv161106451A
SN2016gkg,57654.818,17.003,0.036,F,B,,LCOGT,2016arXiv161106451A
SN2016gkg,57654.821,16.573,0.024,F,V,,LCOGT,2016arXiv161106451A
SN2016gkg,57654.822,16.683,0.031,F,V,,LCOGT,2016arXiv161106451A
SN2016gkg,57654.824,16.801,0.021,F,g,,LCOGT,2016arXiv161106451A
SN2016gkg,57654.825,16.794,0.023,F,g,,LCOGT,2016arXiv161106451A
SN2016gkg,57654.827,16.471,0.017,F,r,,LCOGT,2016arXiv161106451A
SN2016gkg,57655.186,17.105,0.021,F,B,,LCOGT,2016arXiv161106451A
SN2016gkg,57655.187,17.123,0.020,F,B,,LCOGT,2016arXiv161106451A
SN2016gkg,57655.189,16.709,0.018,F,V,,LCOGT,2016arXiv161106451A
SN2016gkg,57655.190,16.661,0.020,F,V,,LCOGT,2016arXiv161106451A
SN2016gkg,57655.191,16.802,0.035,F,g,,LCOGT,2016arXiv161106451A
SN2016gkg,57655.193,16.786,0.030,F,g,,LCOGT,2016arXiv161106451A
SN2016gkg,57655.194,16.502,0.013,F,r,,LCOGT,2016arXiv161106451A
SN2016gkg,57655.195,16.463,0.013,F,r,,LCOGT,2016arXiv161106451A
SN2016gkg,57655.197,16.684,0.025,F,i,,LCOGT,2016arXiv161106451A
SN2016gkg,57655.198,16.662,0.023,F,i,,LCOGT,2016arXiv161106451A
SN2016gkg,57655.226,17.043,0.023,F,B,,LCOGT,2016arXiv161106451A
SN2016gkg,57655.227,17.097,0.021,F,B,,LCOGT,2016arXiv161106451A
SN2016gkg,57655.229,16.657,0.018,F,V,,LCOGT,2016arXiv161106451A
SN2016gkg,57655.230,16.628,0.018,F,V,,LCOGT,2016arXiv161106451A
SN2016gkg,57655.231,16.826,0.028,F,g,,LCOGT,2016arXiv161106451A
SN2016gkg,57655.233,16.803,0.025,F,g,,LCOGT,2016arXiv161106451A
SN2016gkg,57655.235,16.519,0.021,F,r,,LCOGT,2016arXiv161106451A
SN2016gkg,57655.236,16.497,0.015,F,r,,LCOGT,2016arXiv161106451A
SN2016gkg,57655.237,16.556,0.023,F,i,,LCOGT,2016arXiv161106451A
SN2016gkg,57655.238,16.630,0.022,F,i,,LCOGT,2016arXiv161106451A
SN2016gkg,57655.810,17.020,0.048,F,B,,LCOGT,2016arXiv161106451A
SN2016gkg,57655.812,16.858,0.040,F,B,,LCOGT,2016arXiv161106451A
SN2016gkg,57655.813,16.494,0.047,F,V,,LCOGT,2016arXiv161106451A
SN2016gkg,57655.814,16.602,0.044,F,V,,LCOGT,2016arXiv161106451A
SN2016gkg,57655.816,16.650,0.019,F,g,,LCOGT,2016arXiv161106451A
SN2016gkg,57655.817,16.711,0.025,F,g,,LCOGT,2016arXiv161106451A
SN2016gkg,57655.819,16.340,0.021,F,r,,LCOGT,2016arXiv161106451A
SN2016gkg,57655.820,16.372,0.022,F,r,,LCOGT,2016arXiv161106451A
SN2016gkg,57655.821,16.489,0.028,F,i,,LCOGT,2016arXiv161106451A
SN2016gkg,57655.823,16.479,0.025,F,i,,LCOGT,2016arXiv161106451A
SN2016gkg,57655.955,17.008,0.023,F,B,,LCOGT,2016arXiv161106451A
SN2016gkg,57655.957,17.039,0.028,F,B,,LCOGT,2016arXiv161106451A
SN2016gkg,57655.959,16.449,0.040,F,V,,LCOGT,2016arXiv161106451A
SN2016gkg,57655.960,16.468,0.041,F,V,,LCOGT,2016arXiv161106451A
SN2016gkg,57655.961,16.707,0.019,F,g,,LCOGT,2016arXiv161106451A
SN2016gkg,57655.963,16.692,0.022,F,g,,LCOGT,2016arXiv161106451A
SN2016gkg,57655.964,16.376,0.017,F,r,,LCOGT,2016arXiv161106451A
SN2016gkg,57655.965,16.326,0.014,F,r,,LCOGT,2016arXiv161106451A
SN2016gkg,57655.967,16.537,0.023,F,i,,LCOGT,2016arXiv161106451A
SN2016gkg,57655.968,16.434,0.023,F,i,,LCOGT,2016arXiv161106451A
SN2016gkg,57656.014,16.920,0.011,F,B,,LCOGT,2016arXiv161106451A
SN2016gkg,57656.016,16.944,0.012,F,B,,LCOGT,2016arXiv161106451A
SN2016gkg,57656.018,16.479,0.014,F,V,,LCOGT,2016arXiv161106451A
SN2016gkg,57656.019,16.523,0.012,F,V,,LCOGT,2016arXiv161106451A
SN2016gkg,57656.021,16.616,0.010,F,g,,LCOGT,2016arXiv161106451A
SN2016gkg,57656.023,16.640,0.010,F,g,,LCOGT,2016arXiv161106451A
SN2016gkg,57656.025,16.251,0.008,F,r,,LCOGT,2016arXiv161106451A
SN2016gkg,57656.026,16.322,0.008,F,r,,LCOGT,2016arXiv161106451A
SN2016gkg,57656.028,16.481,0.013,F,i,,LCOGT,2016arXiv161106451A
SN2016gkg,57656.029,16.551,0.012,F,i,,LCOGT,2016arXiv161106451A
SN2016gkg,57656.043,16.940,0.030,F,B,,LCOGT,2016arXiv161106451A
SN2016gkg,57656.044,17.020,0.034,F,B,,LCOGT,2016arXiv161106451A
SN2016gkg,57656.046,16.535,0.044,F,V,,LCOGT,2016arXiv161106451A
SN2016gkg,57656.047,16.562,0.039,F,V,,LCOGT,2016arXiv161106451A
SN2016gkg,57656.048,16.654,0.024,F,g,,LCOGT,2016arXiv161106451A
SN2016gkg,57656.050,16.623,0.025,F,g,,LCOGT,2016arXiv161106451A
SN2016gkg,57656.051,16.319,0.032,F,r,,LCOGT,2016arXiv161106451A
SN2016gkg,57656.052,16.303,0.034,F,r,,LCOGT,2016arXiv161106451A
SN2016gkg,57656.054,16.508,0.035,F,i,,LCOGT,2016arXiv161106451A
SN2016gkg,57656.055,16.548,0.033,F,i,,LCOGT,2016arXiv161106451A
SN2016gkg,57656.5914,16.707,0.080,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2016gkg,57656.7296,17.599,0.169,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2016gkg,57656.7304,16.754,0.129,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2016gkg,57656.7309,17.018,0.109,F,B,UVOT,Swift,2014Ap&SS.354...89B
SN2016gkg,57656.7322,18.557,0.235,F,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2016gkg,57656.7334,16.505,0.145,F,V,UVOT,Swift,2014Ap&SS.354...89B
SN2016gkg,57656.7352,18.478,0.215,F,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2016gkg,57656.912,16.712,0.008,F,B,,LCOGT,2016arXiv161106451A
SN2016gkg,57656.914,16.739,0.011,F,B,,LCOGT,2016arXiv161106451A
SN2016gkg,57656.916,16.287,0.009,F,V,,LCOGT,2016arXiv161106451A
SN2016gkg,57656.918,16.272,0.009,F,V,,LCOGT,2016arXiv161106451A
SN2016gkg,57656.919,16.429,0.008,F,g,,LCOGT,2016arXiv161106451A
SN2016gkg,57656.921,16.420,0.008,F,g,,LCOGT,2016arXiv161106451A
SN2016gkg,57656.923,16.084,0.007,F,r,,LCOGT,2016arXiv161106451A
SN2016gkg,57656.925,16.082,0.009,F,r,,LCOGT,2016arXiv161106451A
SN2016gkg,57656.927,16.283,0.010,F,i,,LCOGT,2016arXiv161106451A
SN2016gkg,57656.928,16.284,0.010,F,i,,LCOGT,2016arXiv161106451A
SN2016gkg,57657.002,16.787,0.023,F,B,,LCOGT,2016arXiv161106451A
SN2016gkg,57657.003,16.640,0.020,F,B,,LCOGT,2016arXiv161106451A
SN2016gkg,57657.005,16.219,0.017,F,V,,LCOGT,2016arXiv161106451A
SN2016gkg,57657.006,16.262,0.017,F,V,,LCOGT,2016arXiv161106451A
SN2016gkg,57657.007,16.383,0.013,F,g,,LCOGT,2016arXiv161106451A
SN2016gkg,57657.009,16.371,0.015,F,g,,LCOGT,2016arXiv161106451A
SN2016gkg,57657.011,16.051,0.010,F,r,,LCOGT,2016arXiv161106451A
SN2016gkg,57657.012,16.080,0.012,F,r,,LCOGT,2016arXiv161106451A
SN2016gkg,57657.013,16.216,0.025,F,i,,LCOGT,2016arXiv161106451A
SN2016gkg,57657.014,16.276,0.020,F,i,,LCOGT,2016arXiv161106451A
SN2016gkg,57657.080,16.303,0.009,F,V,,LCOGT,2016arXiv161106451A
SN2016gkg,57657.082,16.629,0.031,F,B,,LCOGT,2016arXiv161106451A
SN2016gkg,57657.082,16.447,0.008,F,g,,LCOGT,2016arXiv161106451A
SN2016gkg,57657.084,16.429,0.008,F,g,,LCOGT,2016arXiv161106451A
SN2016gkg,57657.085,16.175,0.028,F,V,,LCOGT,2016arXiv161106451A
SN2016gkg,57657.086,16.243,0.028,F,V,,LCOGT,2016arXiv161106451A
SN2016gkg,57657.086,16.024,0.008,F,r,,LCOGT,2016arXiv161106451A
SN2016gkg,57657.087,16.069,0.010,F,r,,LCOGT,2016arXiv161106451A
SN2016gkg,57657.088,16.435,0.017,F,g,,LCOGT,2016arXiv161106451A
SN2016gkg,57657.089,16.427,0.019,F,g,,LCOGT,2016arXiv161106451A
SN2016gkg,57657.089,16.271,0.010,F,i,,LCOGT,2016arXiv161106451A
SN2016gkg,57657.091,16.264,0.011,F,i,,LCOGT,2016arXiv161106451A
SN2016gkg,57657.091,16.089,0.012,F,r,,LCOGT,2016arXiv161106451A
SN2016gkg,57657.092,16.089,0.018,F,r,,LCOGT,2016arXiv161106451A
SN2016gkg,57657.093,16.237,0.022,F,i,,LCOGT,2016arXiv161106451A
SN2016gkg,57657.095,16.248,0.017,F,i,,LCOGT,2016arXiv161106451A
SN2016gkg,57657.1967,19.649,,T,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2016gkg,57657.6079,18.691,0.168,F,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2016gkg,57657.8430,17.446,0.133,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2016gkg,57657.8443,16.536,0.103,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2016gkg,57657.8450,16.688,0.085,F,B,UVOT,Swift,2014Ap&SS.354...89B
SN2016gkg,57657.8468,18.374,0.178,F,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2016gkg,57657.8487,16.060,0.102,F,V,UVOT,Swift,2014Ap&SS.354...89B
SN2016gkg,57657.8506,18.184,0.185,F,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2016gkg,57658.3722,15.74,0.04,F,clear,,KAIT,2018Natur.554..497B
SN2016gkg,57658.375,16.47,0.08,F,B,,KAIT,2018Natur.554..497B
SN2016gkg,57658.375,15.70,0.06,F,I,,KAIT,2018Natur.554..497B
SN2016gkg,57658.375,15.70,0.04,F,R,,KAIT,2018Natur.554..497B
SN2016gkg,57658.375,15.89,0.04,F,V,,KAIT,2018Natur.554..497B
SN2016gkg,57658.7794,17.464,0.120,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2016gkg,57658.7811,16.580,0.095,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2016gkg,57658.7820,16.407,0.073,F,B,UVOT,Swift,2014Ap&SS.354...89B
SN2016gkg,57658.7845,18.546,0.174,F,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2016gkg,57658.7870,15.886,0.086,F,V,UVOT,Swift,2014Ap&SS.354...89B
SN2016gkg,57658.7903,18.399,0.164,F,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2016gkg,57659.4434,15.62,0.04,F,clear,,KAIT,2018Natur.554..497B
SN2016gkg,57659.4453,16.34,0.08,F,B,,KAIT,2018Natur.554..497B
SN2016gkg,57659.4453,15.56,0.06,F,I,,KAIT,2018Natur.554..497B
SN2016gkg,57659.4453,15.58,0.04,F,R,,KAIT,2018Natur.554..497B
SN2016gkg,57659.4453,15.80,0.04,F,V,,KAIT,2018Natur.554..497B
SN2016gkg,57659.4798,17.443,0.093,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2016gkg,57659.4816,16.342,0.074,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2016gkg,57659.4826,16.308,0.063,F,B,UVOT,Swift,2014Ap&SS.354...89B
SN2016gkg,57659.4855,18.557,0.136,F,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2016gkg,57659.4881,15.775,0.068,F,V,UVOT,Swift,2014Ap&SS.354...89B
SN2016gkg,57659.4912,18.489,0.175,F,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2016gkg,57660.4428,15.45,0.05,F,clear,,KAIT,2018Natur.554..497B
SN2016gkg,57660.4453,16.21,0.08,F,B,,KAIT,2018Natur.554..497B
SN2016gkg,57660.4453,15.42,0.04,F,I,,KAIT,2018Natur.554..497B
SN2016gkg,57660.4453,15.43,0.02,F,R,,KAIT,2018Natur.554..497B
SN2016gkg,57660.4453,15.60,0.04,F,V,,KAIT,2018Natur.554..497B
